PetID,State,State_GPD,State_population,State_density,len_description
870d3b2aa,Selangor,339757,6518500,804,390
900b47573,Selangor,339757,6518500,804,293
6ce40c2bf,Selangor,339757,6518500,804,380
8803fb1c2,Selangor,339757,6518500,804,520
bb15b64ea,Selangor,339757,6518500,804,370
29778124f,Selangor,339757,6518500,804,580
484915b4f,Selangor,339757,6518500,804,3468
a53cb0980,Selangor,339757,6518500,804,610
41e069381,Selangor,339757,6518500,804,499
62b9cb163,Selangor,339757,6518500,804,294
2cd806c03,Selangor,339757,6518500,804,252
91328d9f8,Selangor,339757,6518500,804,851
d3a4afef1,Selangor,339757,6518500,804,248
09ca98f7b,Selangor,339757,6518500,804,87
f2bb56f7a,Selangor,339757,6518500,804,390
2d8db1c19,Selangor,339757,6518500,804,306
e2a9dd71a,Selangor,339757,6518500,804,454
8a01ffaa7,Selangor,339757,6518500,804,288
cb474120b,Selangor,339757,6518500,804,178
de6c0126b,Selangor,339757,6518500,804,447
de0a86ccf,Selangor,339757,6518500,804,806
4d1d8655a,Selangor,339757,6518500,804,280
88dbaffe0,Selangor,339757,6518500,804,107
e9feaab54,Selangor,339757,6518500,804,410
d3486b178,Selangor,339757,6518500,804,84
3e26edfa8,Selangor,339757,6518500,804,174
14e788800,Selangor,339757,6518500,804,92
682cbe0f9,Selangor,339757,6518500,804,662
1633b105b,Selangor,339757,6518500,804,415
bc4ba2449,Selangor,339757,6518500,804,88
e8f7d9542,Selangor,339757,6518500,804,213
a21b2a42c,Selangor,339757,6518500,804,346
15f00daac,Selangor,339757,6518500,804,272
f91ffd577,Selangor,339757,6518500,804,217
1945c0690,Selangor,339757,6518500,804,242
081199ea2,Selangor,339757,6518500,804,824
3d97fa45c,Selangor,339757,6518500,804,137
dea0253b6,Selangor,339757,6518500,804,409
4bb0c8226,Selangor,339757,6518500,804,503
bd7f07424,Selangor,339757,6518500,804,149
fc7b01af6,Selangor,339757,6518500,804,1380
24be8e826,Selangor,339757,6518500,804,291
8773f250c,Selangor,339757,6518500,804,470
115a4b208,Selangor,339757,6518500,804,17
beb0f98f7,Selangor,339757,6518500,804,293
233aeb07c,Selangor,339757,6518500,804,255
f45457bdc,Selangor,339757,6518500,804,1429
2bbe22924,Selangor,339757,6518500,804,206
134b82d89,Selangor,339757,6518500,804,9
705a6dffe,Selangor,339757,6518500,804,301
4518f180e,Selangor,339757,6518500,804,204
365f29337,Selangor,339757,6518500,804,254
4ac47ceae,Selangor,339757,6518500,804,259
66d4911f9,Selangor,339757,6518500,804,101
bc14cca27,Selangor,339757,6518500,804,1717
4b3efcfe0,Selangor,339757,6518500,804,1182
267841852,Selangor,339757,6518500,804,239
4ae292968,Selangor,339757,6518500,804,137
22e4974f2,Selangor,339757,6518500,804,306
7dd6704a1,Selangor,339757,6518500,804,137
89ba257e1,Selangor,339757,6518500,804,164
c6a2b6ae1,Selangor,339757,6518500,804,256
5b26ccfdf,Selangor,339757,6518500,804,92
1bde9cc3f,Selangor,339757,6518500,804,102
b2876d101,Selangor,339757,6518500,804,8
57dcbe4c9,Selangor,339757,6518500,804,479
a823f714b,Selangor,339757,6518500,804,120
d6fd7962e,Selangor,339757,6518500,804,225
9f07e684f,Selangor,339757,6518500,804,178
5792107ef,Selangor,339757,6518500,804,201
dac37d01d,Selangor,339757,6518500,804,100
870e7158b,Selangor,339757,6518500,804,453
7f3f14a72,Selangor,339757,6518500,804,43
a1eb5f685,Selangor,339757,6518500,804,146
4ad9ea6f0,Selangor,339757,6518500,804,180
3bedb1ef9,Selangor,339757,6518500,804,666
86aeb2732,Selangor,339757,6518500,804,314
252b8d395,Selangor,339757,6518500,804,497
a3d9bc3aa,Selangor,339757,6518500,804,214
f0e24b0aa,Selangor,339757,6518500,804,499
bdeeb6fe2,Selangor,339757,6518500,804,651
5adb4e661,Selangor,339757,6518500,804,514
1c3f75c04,Selangor,339757,6518500,804,117
4fdebca57,Selangor,339757,6518500,804,88
1ef39cee1,Selangor,339757,6518500,804,356
c4277da90,Selangor,339757,6518500,804,410
b89c365c3,Selangor,339757,6518500,804,114
c38afccab,Selangor,339757,6518500,804,46
a144cca8c,Selangor,339757,6518500,804,372
33f28ad35,Selangor,339757,6518500,804,148
3f169c299,Selangor,339757,6518500,804,171
25f055b91,Selangor,339757,6518500,804,118
65650b974,Selangor,339757,6518500,804,24
854edf08f,Selangor,339757,6518500,804,372
abfcb22bc,Selangor,339757,6518500,804,817
8685546cb,Selangor,339757,6518500,804,39
9d5f190cf,Selangor,339757,6518500,804,1284
22cf2902d,Selangor,339757,6518500,804,122
0e1f78a77,Selangor,339757,6518500,804,462
7cd4ec150,Selangor,339757,6518500,804,175
bd331b74e,Selangor,339757,6518500,804,769
ed9daa1ae,Selangor,339757,6518500,804,175
5f79b840f,Selangor,339757,6518500,804,559
c81372ddd,Selangor,339757,6518500,804,359
10486a12e,Selangor,339757,6518500,804,89
a24a102b1,Selangor,339757,6518500,804,213
f1dc8864e,Selangor,339757,6518500,804,372
d5f441f79,Selangor,339757,6518500,804,130
09e64ce2b,Selangor,339757,6518500,804,71
8ca49ce85,Selangor,339757,6518500,804,127
38fb7c50c,Selangor,339757,6518500,804,552
6434d0273,Selangor,339757,6518500,804,695
a89af346d,Selangor,339757,6518500,804,405
40dfeeb65,Selangor,339757,6518500,804,513
c335ad2df,Selangor,339757,6518500,804,1277
6333963fe,Selangor,339757,6518500,804,298
05dc47bda,Selangor,339757,6518500,804,374
5e5d1fc6d,Selangor,339757,6518500,804,121
09bc86c05,Selangor,339757,6518500,804,601
9123c847a,Selangor,339757,6518500,804,106
b7fcfa1e6,Selangor,339757,6518500,804,258
8c131db77,Selangor,339757,6518500,804,627
2e4c1faf7,Selangor,339757,6518500,804,213
7bda94ad0,Selangor,339757,6518500,804,1671
752491221,Selangor,339757,6518500,804,286
9a64e72cf,Selangor,339757,6518500,804,837
915173d4d,Selangor,339757,6518500,804,166
1e24f14d6,Selangor,339757,6518500,804,115
e73038b62,Selangor,339757,6518500,804,106
ba8d53f1e,Selangor,339757,6518500,804,4
f24991ef7,Selangor,339757,6518500,804,340
4137d96a2,Selangor,339757,6518500,804,599
311479c63,Selangor,339757,6518500,804,7
c7901e98d,Selangor,339757,6518500,804,54
7acaea66e,Selangor,339757,6518500,804,260
b022c1924,Selangor,339757,6518500,804,458
b5033c917,Selangor,339757,6518500,804,67
3613869b2,Selangor,339757,6518500,804,91
bf12ff750,Selangor,339757,6518500,804,164
b12bdec95,Selangor,339757,6518500,804,465
235572f38,Selangor,339757,6518500,804,45
ba7adcbe5,Selangor,339757,6518500,804,121
5112569f6,Selangor,339757,6518500,804,149
d31b3f33b,Selangor,339757,6518500,804,624
f923ff77e,Selangor,339757,6518500,804,593
f45851036,Selangor,339757,6518500,804,196
a89bfa0aa,Selangor,339757,6518500,804,300
bb74d75c2,Selangor,339757,6518500,804,179
16fb340bf,Selangor,339757,6518500,804,338
306c74aa9,Selangor,339757,6518500,804,301
b8e7085dc,Selangor,339757,6518500,804,106
0a14ac037,Selangor,339757,6518500,804,89
f10390965,Selangor,339757,6518500,804,108
3be9dc4cd,Selangor,339757,6518500,804,4582
9be11ef9b,Selangor,339757,6518500,804,49
65afa2be4,Selangor,339757,6518500,804,358
ff3d455a0,Selangor,339757,6518500,804,214
324232e54,Selangor,339757,6518500,804,239
9c680abbe,Selangor,339757,6518500,804,37
94438a5c5,Selangor,339757,6518500,804,317
e26125d75,Selangor,339757,6518500,804,172
4405cc72c,Selangor,339757,6518500,804,114
fd9489e42,Selangor,339757,6518500,804,75
92ee0c92b,Selangor,339757,6518500,804,267
88a264f0d,Selangor,339757,6518500,804,178
dde0775b8,Selangor,339757,6518500,804,63
bcd601baa,Selangor,339757,6518500,804,473
00553ae55,Selangor,339757,6518500,804,25
2f4c6ada3,Selangor,339757,6518500,804,697
925c3854a,Selangor,339757,6518500,804,123
1f82a9cd0,Selangor,339757,6518500,804,175
8b0ea16a5,Selangor,339757,6518500,804,67
dbf579546,Selangor,339757,6518500,804,526
68ab069e3,Selangor,339757,6518500,804,168
6984c9c58,Selangor,339757,6518500,804,290
03c49f5aa,Selangor,339757,6518500,804,140
ff22356ef,Selangor,339757,6518500,804,564
ec8608c1c,Selangor,339757,6518500,804,399
063d8c58b,Selangor,339757,6518500,804,105
d77baafda,Selangor,339757,6518500,804,548
693a90fda,Selangor,339757,6518500,804,202
5ebe00ac2,Selangor,339757,6518500,804,129
d0e2179a6,Selangor,339757,6518500,804,193
b13db9ce8,Selangor,339757,6518500,804,98
c228bf013,Selangor,339757,6518500,804,488
936e8cc95,Selangor,339757,6518500,804,68
6d1fdcbfc,Selangor,339757,6518500,804,14
852296968,Selangor,339757,6518500,804,323
2a9be9456,Selangor,339757,6518500,804,229
382b4212b,Selangor,339757,6518500,804,127
011a11cda,Selangor,339757,6518500,804,163
fe09dbb56,Selangor,339757,6518500,804,73
095de41ba,Selangor,339757,6518500,804,187
a0b92d7a2,Selangor,339757,6518500,804,89
27177be26,Selangor,339757,6518500,804,304
aa1cf9c0c,Selangor,339757,6518500,804,396
010a59236,Selangor,339757,6518500,804,538
74e81519b,Selangor,339757,6518500,804,175
4c6a4b965,Selangor,339757,6518500,804,513
a9f395ba8,Selangor,339757,6518500,804,214
8aef3b898,Selangor,339757,6518500,804,132
a8cfb849e,Selangor,339757,6518500,804,213
38cf8b2f5,Selangor,339757,6518500,804,699
fdc472b2e,Selangor,339757,6518500,804,143
80785f31f,Selangor,339757,6518500,804,150
d4bdcd89c,Selangor,339757,6518500,804,398
f58143fd5,Selangor,339757,6518500,804,387
ef50eab33,Selangor,339757,6518500,804,170
818d4a56e,Selangor,339757,6518500,804,19
6661d0fff,Selangor,339757,6518500,804,137
e5b7f6fbe,Selangor,339757,6518500,804,39
5489e2b50,Selangor,339757,6518500,804,33
a2dbe6af3,Selangor,339757,6518500,804,245
b38dcdc90,Selangor,339757,6518500,804,124
f6dba1642,Selangor,339757,6518500,804,123
6d75c2ccb,Selangor,339757,6518500,804,33
d57b8c2fe,Selangor,339757,6518500,804,582
11a993099,Selangor,339757,6518500,804,365
ffe7f0b70,Selangor,339757,6518500,804,464
c64f86015,Selangor,339757,6518500,804,319
cc5892ce1,Selangor,339757,6518500,804,222
c32f8daca,Selangor,339757,6518500,804,43
c8519aacb,Selangor,339757,6518500,804,329
a77d17ef8,Selangor,339757,6518500,804,343
522b73db7,Selangor,339757,6518500,804,334
edd79adb8,Selangor,339757,6518500,804,319
8b65f9305,Selangor,339757,6518500,804,346
227b372a2,Selangor,339757,6518500,804,640
b1c83d13b,Selangor,339757,6518500,804,5798
56845ff26,Selangor,339757,6518500,804,252
e7dca0b2b,Selangor,339757,6518500,804,124
4fc7557be,Selangor,339757,6518500,804,230
5b55086b6,Selangor,339757,6518500,804,121
bd485150e,Selangor,339757,6518500,804,62
b19556858,Selangor,339757,6518500,804,189
fd8bb16c6,Selangor,339757,6518500,804,871
83166fea8,Selangor,339757,6518500,804,511
24e22fd2e,Selangor,339757,6518500,804,262
e79dc4f9d,Selangor,339757,6518500,804,240
20bad295b,Selangor,339757,6518500,804,101
ca457392b,Selangor,339757,6518500,804,257
dd36ab692,Selangor,339757,6518500,804,43
7c4b2e0c0,Selangor,339757,6518500,804,836
6a0f0b8c0,Selangor,339757,6518500,804,21
bc5058e64,Selangor,339757,6518500,804,62
2dafa7b63,Selangor,339757,6518500,804,588
087d71de3,Selangor,339757,6518500,804,156
15ee5f008,Selangor,339757,6518500,804,60
8445b97aa,Selangor,339757,6518500,804,307
e1b0baf8a,Selangor,339757,6518500,804,523
81d6d070c,Selangor,339757,6518500,804,131
271712276,Selangor,339757,6518500,804,662
310f053bd,Selangor,339757,6518500,804,124
cc2881a97,Selangor,339757,6518500,804,1033
45bec4a13,Selangor,339757,6518500,804,422
b7142b615,Selangor,339757,6518500,804,497
d6fe9ec65,Selangor,339757,6518500,804,393
a4c99a552,Selangor,339757,6518500,804,64
6e9e903c6,Selangor,339757,6518500,804,428
df72d8a20,Selangor,339757,6518500,804,355
fd8f64c6d,Selangor,339757,6518500,804,1140
045d9a498,Selangor,339757,6518500,804,460
2267e1584,Selangor,339757,6518500,804,683
07128a0d8,Selangor,339757,6518500,804,571
439aafc10,Selangor,339757,6518500,804,514
e46744bb9,Selangor,339757,6518500,804,225
f7d121b3b,Selangor,339757,6518500,804,1170
87e1b0c16,Selangor,339757,6518500,804,1226
74084fa99,Selangor,339757,6518500,804,340
122092781,Selangor,339757,6518500,804,359
cf0e2e817,Selangor,339757,6518500,804,188
44867700c,Selangor,339757,6518500,804,232
ae3ff3cbc,Selangor,339757,6518500,804,246
6308b5232,Selangor,339757,6518500,804,567
d9b894731,Selangor,339757,6518500,804,261
9167921b2,Selangor,339757,6518500,804,326
b97efdcee,Selangor,339757,6518500,804,406
02387e247,Selangor,339757,6518500,804,346
a978a37e7,Selangor,339757,6518500,804,780
0045ed62a,Selangor,339757,6518500,804,211
059a68bf0,Selangor,339757,6518500,804,719
8fee07184,Selangor,339757,6518500,804,101
3aa13a0b0,Selangor,339757,6518500,804,245
737da18ba,Selangor,339757,6518500,804,298
3a93093cc,Selangor,339757,6518500,804,56
17fdf5bfc,Selangor,339757,6518500,804,475
73d28220c,Selangor,339757,6518500,804,490
7f6f8b365,Selangor,339757,6518500,804,1274
a76b1a86a,Selangor,339757,6518500,804,1544
c8d27db32,Selangor,339757,6518500,804,243
36731724b,Selangor,339757,6518500,804,388
d9c8973ea,Selangor,339757,6518500,804,638
5f64ee888,Selangor,339757,6518500,804,26
477456925,Selangor,339757,6518500,804,4286
437bda050,Selangor,339757,6518500,804,295
06ee33d56,Selangor,339757,6518500,804,78
4a0a6f8a7,Selangor,339757,6518500,804,183
60ddc474c,Selangor,339757,6518500,804,617
0bf83cc3e,Selangor,339757,6518500,804,196
4e3586785,Selangor,339757,6518500,804,301
632b28a99,Selangor,339757,6518500,804,368
9488e6011,Selangor,339757,6518500,804,199
04af86059,Selangor,339757,6518500,804,294
603fa62e1,Selangor,339757,6518500,804,101
151481179,Selangor,339757,6518500,804,991
a2cd8b4ae,Selangor,339757,6518500,804,127
9e6abcf6c,Selangor,339757,6518500,804,116
b60e920db,Selangor,339757,6518500,804,67
9427b3749,Selangor,339757,6518500,804,227
48f2b0d54,Selangor,339757,6518500,804,579
d2fa7a847,Selangor,339757,6518500,804,140
ece153328,Selangor,339757,6518500,804,736
a080c1037,Selangor,339757,6518500,804,125
fe726b9d1,Selangor,339757,6518500,804,179
1c1bb3cd4,Selangor,339757,6518500,804,269
a237fba21,Selangor,339757,6518500,804,192
c0a9578bb,Selangor,339757,6518500,804,314
8ba0c6894,Selangor,339757,6518500,804,257
60f9fee55,Selangor,339757,6518500,804,439
06cc44fad,Selangor,339757,6518500,804,165
4bd8b2b8d,Selangor,339757,6518500,804,374
e7067c4dc,Selangor,339757,6518500,804,309
88dc80de7,Selangor,339757,6518500,804,891
f0f6f4bd2,Selangor,339757,6518500,804,667
94e9e97c4,Selangor,339757,6518500,804,187
369d96f21,Selangor,339757,6518500,804,702
8b53dec4c,Selangor,339757,6518500,804,528
7d2811dc5,Selangor,339757,6518500,804,360
15a491e20,Selangor,339757,6518500,804,228
08428917f,Selangor,339757,6518500,804,119
26f026215,Selangor,339757,6518500,804,83
89c2d660c,Selangor,339757,6518500,804,238
3b923cef0,Selangor,339757,6518500,804,921
110d4487e,Selangor,339757,6518500,804,461
4e4ba4429,Selangor,339757,6518500,804,715
d4bb8cf0a,Selangor,339757,6518500,804,200
67ef0c9a6,Selangor,339757,6518500,804,382
5943167f1,Selangor,339757,6518500,804,318
bcfea60f5,Selangor,339757,6518500,804,78
d2c9dd7d1,Selangor,339757,6518500,804,239
d147c39fb,Selangor,339757,6518500,804,137
acf573d1c,Selangor,339757,6518500,804,60
88487194e,Selangor,339757,6518500,804,52
05974bc36,Selangor,339757,6518500,804,60
4d67e7fcf,Selangor,339757,6518500,804,315
829889fa9,Selangor,339757,6518500,804,164
1b231e001,Selangor,339757,6518500,804,300
7b8924342,Selangor,339757,6518500,804,259
40ea976de,Selangor,339757,6518500,804,355
1ca147dd8,Selangor,339757,6518500,804,561
f49099d52,Selangor,339757,6518500,804,645
4edc9ecc5,Selangor,339757,6518500,804,261
283d778d2,Selangor,339757,6518500,804,14
17880e117,Selangor,339757,6518500,804,552
3cdaf32d2,Selangor,339757,6518500,804,164
0eaa0e3c6,Selangor,339757,6518500,804,223
9fae764f0,Selangor,339757,6518500,804,365
6668704bf,Selangor,339757,6518500,804,304
6c551fd9b,Selangor,339757,6518500,804,933
f90f6ca1a,Selangor,339757,6518500,804,38
01da89f29,Selangor,339757,6518500,804,839
cf17492c7,Selangor,339757,6518500,804,118
853fc56da,Selangor,339757,6518500,804,398
ca74b17a9,Selangor,339757,6518500,804,437
8d0a7a7ac,Selangor,339757,6518500,804,315
fe3e235e0,Selangor,339757,6518500,804,443
c362cc3cd,Selangor,339757,6518500,804,161
bcdaf8640,Selangor,339757,6518500,804,396
775da0afe,Selangor,339757,6518500,804,404
8f42303f4,Selangor,339757,6518500,804,188
8947bf4b9,Selangor,339757,6518500,804,459
c1c0405ef,Selangor,339757,6518500,804,888
9fdb3a2a2,Selangor,339757,6518500,804,965
19cf5ba9d,Selangor,339757,6518500,804,395
af39d67a5,Selangor,339757,6518500,804,163
8f2c9671d,Selangor,339757,6518500,804,46
6d24fab68,Selangor,339757,6518500,804,462
77d7f8364,Selangor,339757,6518500,804,208
59bedbb97,Selangor,339757,6518500,804,502
f7be274e0,Selangor,339757,6518500,804,425
3280fa256,Selangor,339757,6518500,804,513
6b685abae,Selangor,339757,6518500,804,521
3a4ce4c6e,Selangor,339757,6518500,804,426
d7dc2efde,Selangor,339757,6518500,804,24
756eaf5eb,Selangor,339757,6518500,804,313
3b1391dda,Selangor,339757,6518500,804,439
53fba6573,Selangor,339757,6518500,804,906
46ef61c91,Selangor,339757,6518500,804,93
f64813f9e,Selangor,339757,6518500,804,590
b7c0b9180,Selangor,339757,6518500,804,21
8a7860ee2,Selangor,339757,6518500,804,472
d56fbda82,Selangor,339757,6518500,804,116
e103f7612,Selangor,339757,6518500,804,156
56cba1beb,Selangor,339757,6518500,804,364
86855ddfd,Selangor,339757,6518500,804,1147
6f3e70321,Selangor,339757,6518500,804,556
f07e35bb8,Selangor,339757,6518500,804,121
fc6976a96,Selangor,339757,6518500,804,129
31b919935,Selangor,339757,6518500,804,399
c82f54ef6,Selangor,339757,6518500,804,263
73d6ab7d7,Selangor,339757,6518500,804,691
ea3ebc38a,Selangor,339757,6518500,804,1037
5f9cf8892,Selangor,339757,6518500,804,244
5a4b6ea39,Selangor,339757,6518500,804,162
894da0f10,Selangor,339757,6518500,804,320
ddd926335,Selangor,339757,6518500,804,71
13efc38c1,Selangor,339757,6518500,804,589
c0e61e2f0,Selangor,339757,6518500,804,832
43b5d3f4d,Selangor,339757,6518500,804,125
4831c683c,Selangor,339757,6518500,804,625
b607db8c0,Selangor,339757,6518500,804,232
af862a239,Selangor,339757,6518500,804,350
1f6849a20,Selangor,339757,6518500,804,218
f64329201,Selangor,339757,6518500,804,119
c37d5c957,Selangor,339757,6518500,804,88
7f670fb1d,Selangor,339757,6518500,804,450
fea8ba32e,Selangor,339757,6518500,804,200
a8d14470d,Selangor,339757,6518500,804,175
262c36889,Selangor,339757,6518500,804,104
f0788c412,Selangor,339757,6518500,804,67
eba013abc,Selangor,339757,6518500,804,147
ae30d5690,Selangor,339757,6518500,804,88
f42161740,Selangor,339757,6518500,804,140
2cb9ce5ac,Selangor,339757,6518500,804,111
a14f8bd53,Selangor,339757,6518500,804,353
884c82597,Selangor,339757,6518500,804,356
29ffe21fe,Selangor,339757,6518500,804,297
e2ecf822a,Selangor,339757,6518500,804,371
c36860383,Selangor,339757,6518500,804,407
d9a014dbb,Selangor,339757,6518500,804,174
6ee33e45d,Selangor,339757,6518500,804,1125
6f08386f4,Selangor,339757,6518500,804,351
dde4e26d1,Selangor,339757,6518500,804,18
a9bcc4196,Selangor,339757,6518500,804,139
525b3147f,Selangor,339757,6518500,804,245
350a14e36,Selangor,339757,6518500,804,94
40fa3f339,Selangor,339757,6518500,804,132
f253bd6aa,Selangor,339757,6518500,804,1168
cb07ad856,Selangor,339757,6518500,804,539
c6942a43f,Selangor,339757,6518500,804,341
0fb548aac,Selangor,339757,6518500,804,17
bc695e9d0,Selangor,339757,6518500,804,102
ce9332934,Selangor,339757,6518500,804,692
27456ec0f,Selangor,339757,6518500,804,287
f8a1d0a54,Selangor,339757,6518500,804,113
bc9c5a76d,Selangor,339757,6518500,804,1024
d1338d152,Selangor,339757,6518500,804,106
98ae7d88d,Selangor,339757,6518500,804,488
e9e06e3f6,Selangor,339757,6518500,804,383
42bec87cd,Selangor,339757,6518500,804,411
ef836c3d3,Selangor,339757,6518500,804,2072
c24017264,Selangor,339757,6518500,804,98
ab35738e4,Selangor,339757,6518500,804,162
2c1c1b557,Selangor,339757,6518500,804,630
722beb3aa,Selangor,339757,6518500,804,183
5c039d8c1,Selangor,339757,6518500,804,453
1e51ad3d5,Selangor,339757,6518500,804,44
36f7fbe5a,Selangor,339757,6518500,804,43
d63d5fe8b,Selangor,339757,6518500,804,135
e736f4022,Selangor,339757,6518500,804,1528
e935ae1d8,Selangor,339757,6518500,804,144
e17f6ac56,Selangor,339757,6518500,804,226
8c7064ed1,Selangor,339757,6518500,804,279
e3fcd8a2f,Selangor,339757,6518500,804,646
ed5261f14,Selangor,339757,6518500,804,257
fc5e81c00,Selangor,339757,6518500,804,210
5fc71c87e,Selangor,339757,6518500,804,140
